step,split,loss,accuracy,macro_f1,macro_auc
1,val,0.6796314390890429,0.7711022840119166,0.38426463286511076,0.9310183116506451
2,val,0.36613176026118094,0.8118172790466733,0.6053860391934013,0.9504792691567802
